Date,Customer_ID,Product_Category,Purchase_Amount,Payment_Method,Period
2023-09-24,C4052,Electronics,374.42,Debit Card,Current
2023-09-25,C2365,Electronics,36.26,PayPal,Current
2023-09-25,C3728,Electronics,166.63,Debit Card,Current
2023-09-25,C1196,Electronics,84.93,Debit Card,Current
2023-09-25,C2244,Groceries,432.82,Credit Card,Current
2023-09-25,C3867,Clothing,30.34,Credit Card,Current
2023-09-25,C1325,Electronics,44.55,Credit Card,Current
2023-09-25,C1787,Home & Garden,117.15,Credit Card,Current
2023-09-25,C2959,Electronics,56.02,Credit Card,Current
2023-09-25,C4634,Electronics,529.32,Credit Card,Current
2023-09-25,C4097,Electronics,15.36,Debit Card,Current
2023-09-25,C2860,Clothing,77.69,Credit Card,Current
2023-09-26,C1428,Electronics,104.37,Debit Card,Current
2023-09-26,C4670,Electronics,57.58,Debit Card,Current
2023-09-26,C1067,Electronics,76.58,Credit Card,Current
2023-09-26,C1501,Clothing,152.07,Debit Card,Current
2023-09-26,C3725,Electronics,149.83,PayPal,Current
2023-09-26,C2872,Clothing,110.89,PayPal,Current
2023-09-27,C4592,Electronics,217.08,PayPal,Current
2023-09-27,C3958,Electronics,48.62,Debit Card,Current
2023-09-27,C3003,Clothing,225.83,Debit Card,Current
2023-09-27,C3569,Books,306.3,Credit Card,Current
2023-09-27,C4395,Clothing,136.67,Credit Card,Current
2023-09-27,C3479,Groceries,78.51,Credit Card,Current
2023-09-28,C1716,Electronics,87.96,Debit Card,Current
2023-09-28,C4046,Books,233.03,Debit Card,Current
2023-09-28,C4961,Electronics,65.55,Credit Card,Current
2023-09-28,C3997,Clothing,64.37,Debit Card,Current
2023-09-28,C4718,Home & Garden,183.45,Credit Card,Current
2023-09-28,C2929,Electronics,186.62,Credit Card,Current
2023-09-29,C1356,Electronics,48.36,PayPal,Current
2023-09-29,C1638,Groceries,76.23,Credit Card,Current
2023-09-29,C1989,Clothing,24.57,PayPal,Current
2023-09-29,C2007,Electronics,23.29,Credit Card,Current
2023-09-30,C2607,Clothing,43.67,PayPal,Current
2023-09-30,C3590,Home & Garden,233.25,PayPal,Current
2023-09-30,C2868,Electronics,164.57,PayPal,Current
2023-10-01,C4594,Home & Garden,465.79,PayPal,Current
2023-10-01,C4161,Electronics,216.21,Credit Card,Current
2023-10-01,C2410,Home & Garden,118.51,Credit Card,Current
2023-10-01,C3156,Groceries,220.1,PayPal,Current
2023-10-02,C1503,Home & Garden,384.34,PayPal,Current
2023-10-02,C3731,Clothing,31.3,Credit Card,Current
2023-10-02,C1372,Electronics,31.34,PayPal,Current
2023-10-02,C1441,Electronics,457.57,PayPal,Current
2023-10-03,C4203,Electronics,118.35,PayPal,Current
2023-10-03,C2848,Electronics,70.51,Debit Card,Current
2023-10-04,C2371,Electronics,65.91,Credit Card,Current
2023-10-04,C2643,Books,61.42,PayPal,Current
2023-10-04,C2930,Electronics,101.55,Debit Card,Current
2023-10-04,C2966,Clothing,656.99,PayPal,Current
2023-10-04,C2656,Electronics,371.01,Credit Card,Current
2023-10-04,C3284,Electronics,177.87,Cash,Current
2023-10-05,C4557,Electronics,264.36,Debit Card,Current
2023-10-05,C3379,Home & Garden,75.21,PayPal,Current
2023-10-05,C4660,Electronics,43.76,Cash,Current
2023-10-05,C4619,Electronics,16.3,PayPal,Current
2023-10-05,C3856,Clothing,201.0,Credit Card,Current
2023-10-05,C4854,Electronics,21.36,Debit Card,Current
2023-10-05,C1757,Books,48.54,PayPal,Current
2023-10-05,C1709,Electronics,174.27,PayPal,Current
2023-10-06,C2553,Home & Garden,49.17,Debit Card,Current
2023-10-06,C4406,Electronics,113.86,Credit Card,Current
2023-10-06,C2789,Clothing,30.05,Cash,Current
2023-10-06,C1188,Electronics,188.44,Debit Card,Current
2023-10-06,C1209,Electronics,110.51,Credit Card,Current
2023-10-06,C4497,Groceries,250.01,Credit Card,Current
2023-10-06,C4429,Clothing,123.33,Credit Card,Current
2023-10-07,C3911,Home & Garden,40.43,Credit Card,Current
2023-10-07,C3451,Electronics,126.26,PayPal,Current
2023-10-07,C3758,Electronics,79.65,PayPal,Current
2023-10-07,C1767,Clothing,214.03,Debit Card,Current
2023-10-07,C3901,Electronics,82.78,Debit Card,Current
2023-10-07,C4875,Clothing,196.83,PayPal,Current
2023-10-07,C1678,Electronics,223.61,Debit Card,Current
2023-10-07,C4632,Electronics,105.02,Debit Card,Current
2023-10-08,C2114,Clothing,120.09,Credit Card,Current
2023-10-08,C4728,Home & Garden,171.64,PayPal,Current
2023-10-08,C1206,Clothing,112.36,PayPal,Current
2023-10-08,C4385,Groceries,115.14,Debit Card,Current
2023-10-08,C1815,Home & Garden,40.83,PayPal,Current
2023-10-08,C2582,Electronics,132.38,Credit Card,Current
2023-10-08,C1573,Groceries,111.9,Debit Card,Current
2023-10-09,C1877,Clothing,42.85,Debit Card,Current
2023-10-09,C1666,Home & Garden,114.91,PayPal,Current
2023-10-09,C3102,Electronics,84.11,PayPal,Current
2023-10-09,C4339,Electronics,45.43,Credit Card,Current
2023-10-09,C4647,Electronics,33.36,PayPal,Current
2023-10-10,C4155,Electronics,77.57,PayPal,Current
2023-10-11,C3682,Electronics,45.39,PayPal,Current
2023-10-11,C2986,Electronics,42.07,Debit Card,Current
2023-10-11,C2467,Electronics,44.29,Credit Card,Current
2023-10-11,C1688,Books,33.5,Credit Card,Current
2023-10-11,C4491,Home & Garden,431.74,Credit Card,Current
2023-10-11,C2993,Electronics,2538.99,Cash,Current
2023-10-12,C2065,Home & Garden,304.94,PayPal,Current
2023-10-12,C1068,Electronics,219.07,PayPal,Current
2023-10-12,C2443,Clothing,20.87,Credit Card,Current
2023-10-13,C2812,Electronics,21.29,PayPal,Current
2023-10-13,C3376,Home & Garden,321.35,PayPal,Current
2023-10-13,C1225,Electronics,116.94,Debit Card,Current
2023-10-13,C1432,Electronics,82.02,Debit Card,Current
2023-10-13,C1989,Electronics,39.36,PayPal,Current
2023-10-13,C3243,Groceries,230.49,PayPal,Current
2023-10-13,C4934,Electronics,281.13,Debit Card,Current
2023-10-13,C2552,Electronics,26.58,PayPal,Current
2023-10-14,C2724,Groceries,184.3,Credit Card,Current
2023-10-14,C1706,Electronics,112.57,PayPal,Current
2023-10-14,C2105,Groceries,35.52,Credit Card,Current
2023-10-14,C2125,Groceries,88.28,Debit Card,Current
2023-10-14,C2947,Groceries,79.39,Cash,Current
2023-10-14,C2961,Home & Garden,132.07,Credit Card,Current
2023-10-14,C1125,Electronics,90.09,PayPal,Current
2023-10-14,C2992,Home & Garden,47.71,PayPal,Current
2023-10-15,C2388,Home & Garden,380.72,Debit Card,Current
2023-10-15,C2928,Electronics,275.89,PayPal,Current
2023-10-15,C1574,Groceries,40.22,Debit Card,Current
2023-10-15,C1516,Clothing,165.42,Credit Card,Current
2023-10-15,C3543,Clothing,49.12,PayPal,Current
2023-10-15,C2969,Electronics,70.64,Debit Card,Current
2023-10-16,C1446,Electronics,72.36,PayPal,Current
2023-10-16,C2081,Electronics,86.73,Credit Card,Current
2023-10-16,C3048,Electronics,72.23,Debit Card,Current
2023-10-16,C3777,Electronics,98.81,Credit Card,Current
2023-10-16,C1681,Clothing,197.94,Debit Card,Current
2023-10-17,C4699,Electronics,198.96,PayPal,Current
2023-10-17,C1918,Home & Garden,219.73,Credit Card,Current
2023-10-17,C4149,Home & Garden,286.87,Credit Card,Current
2023-10-17,C2755,Electronics,121.28,Credit Card,Current
2023-10-17,C2832,Electronics,116.5,Credit Card,Current
2023-10-17,C4557,Home & Garden,111.55,Credit Card,Current
2023-10-18,C2396,Electronics,30.77,PayPal,Current
2023-10-18,C2820,Clothing,222.8,Cash,Current
2023-10-18,C2601,Groceries,68.63,PayPal,Current
2023-10-18,C1835,Groceries,43.12,Debit Card,Current
2023-10-18,C3440,Clothing,17.94,PayPal,Current
2023-10-18,C4270,Clothing,14.44,PayPal,Current
2023-10-18,C3817,Electronics,580.15,PayPal,Current
2023-10-19,C3964,Electronics,41.73,Credit Card,Current
2023-10-19,C2334,Groceries,296.78,Credit Card,Current
2023-10-19,C2193,Electronics,423.42,Credit Card,Current
2023-10-20,C4515,Electronics,32.23,PayPal,Current
2023-10-20,C4337,Electronics,87.75,Credit Card,Current
2023-10-20,C2216,Home & Garden,327.39,Credit Card,Current
2023-10-20,C2962,Home & Garden,62.27,Debit Card,Current
2023-10-20,C4460,Home & Garden,107.87,Credit Card,Current
2023-10-20,C4765,Clothing,114.57,Credit Card,Current
2023-10-20,C1931,Clothing,263.47,PayPal,Current
2023-10-21,C3901,Groceries,212.98,Debit Card,Current
2023-10-21,C1722,Electronics,41.65,Debit Card,Current
2023-10-21,C1528,Electronics,7.55,Credit Card,Current
2023-10-21,C2520,Books,132.04,Credit Card,Current
2023-10-22,C1472,Electronics,77.46,Debit Card,Current
2023-10-22,C4282,Home & Garden,65.97,Debit Card,Current
2023-10-22,C1593,Groceries,174.23,Debit Card,Current
2023-10-22,C2689,Electronics,56.06,PayPal,Current
2023-10-22,C4217,Clothing,109.25,Debit Card,Current
2023-10-23,C3372,Electronics,81.8,PayPal,Current
2023-10-23,C4114,Electronics,147.91,PayPal,Current
2023-10-23,C1615,Home & Garden,55.48,PayPal,Current
2023-10-23,C1151,Electronics,68.46,Credit Card,Current
2023-10-23,C1420,Electronics,71.61,Debit Card,Current
2023-10-24,C2401,Books,29.79,PayPal,Current
2023-10-24,C3268,Electronics,116.66,Cash,Current
2023-10-24,C2080,Electronics,23.81,Debit Card,Current
2023-10-24,C2556,Clothing,69.88,Credit Card,Current
2023-10-24,C3424,Electronics,114.07,PayPal,Current
2023-10-25,C4172,Electronics,93.3,Credit Card,Current
2023-10-25,C3262,Electronics,122.42,PayPal,Current
2023-10-25,C2580,Home & Garden,115.91,Debit Card,Current
2023-10-25,C1834,Clothing,217.22,Debit Card,Current
2023-10-25,C2443,Clothing,151.79,Credit Card,Current
2023-10-25,C4297,Clothing,45.76,Credit Card,Current
2023-10-25,C2598,Electronics,130.23,Debit Card,Current
2023-10-25,C1987,Books,158.35,PayPal,Current
2023-10-26,C3442,Electronics,43.39,Cash,Current
2023-10-26,C2787,Electronics,244.8,Debit Card,Current
2023-10-26,C1753,Home & Garden,198.49,PayPal,Current
2023-10-27,C3541,Electronics,68.75,PayPal,Current
2023-10-27,C3658,Electronics,98.15,PayPal,Current
2023-10-27,C1947,Clothing,40.27,Debit Card,Current
2023-10-27,C3650,Groceries,60.13,Credit Card,Current
2023-10-27,C4428,Clothing,38.79,Debit Card,Current
2023-10-27,C4285,Groceries,353.55,Credit Card,Current
2023-10-28,C4832,Electronics,65.89,Credit Card,Current
2023-10-28,C3429,Electronics,123.49,Credit Card,Current
2023-10-28,C2570,Electronics,242.79,PayPal,Current
2023-10-28,C4905,Electronics,158.17,PayPal,Current
2023-10-28,C1258,Electronics,60.16,PayPal,Current
2023-10-29,C4801,Electronics,84.48,Debit Card,Current
2023-10-29,C1170,Groceries,109.87,Cash,Current
2023-10-29,C4580,Home & Garden,74.0,Credit Card,Current
2023-10-29,C4382,Electronics,34.95,PayPal,Current
2023-10-29,C3420,Electronics,30.58,Cash,Current
2023-10-29,C3284,Home & Garden,58.65,Cash,Current
2023-10-29,C4040,Home & Garden,151.67,Debit Card,Current
2023-10-30,C3973,Books,90.45,Debit Card,Current
2023-10-30,C1771,Electronics,103.04,PayPal,Current
2023-10-30,C3603,Clothing,55.14,PayPal,Current
2023-10-30,C1372,Electronics,44.8,Credit Card,Current
2023-10-30,C3662,Electronics,64.36,PayPal,Current
2023-10-30,C4579,Electronics,303.57,Credit Card,Current
2023-10-30,C2533,Groceries,27.13,PayPal,Current
2023-10-30,C3094,Home & Garden,39.08,Credit Card,Current
2023-10-31,C4275,Clothing,158.04,Credit Card,Current
2023-10-31,C4367,Electronics,402.85,PayPal,Current
2023-10-31,C1470,Home & Garden,157.42,PayPal,Current
2023-10-31,C4848,Electronics,38.61,PayPal,Current
2023-10-31,C1675,Electronics,127.11,Debit Card,Current
2023-11-01,C2115,Groceries,36.48,Cash,Current
2023-11-01,C1688,Groceries,1138.67,Debit Card,Current
2023-11-01,C2094,Electronics,251.46,PayPal,Current
2023-11-02,C1654,Electronics,103.35,Credit Card,Current
2023-11-02,C1572,Electronics,71.32,PayPal,Current
2023-11-02,C4875,Electronics,71.88,Credit Card,Current
2023-11-02,C3436,Electronics,129.03,Credit Card,Current
2023-11-02,C1907,Electronics,381.51,Credit Card,Current
2023-11-02,C4185,Electronics,425.06,PayPal,Current
2023-11-02,C4117,Clothing,76.88,Credit Card,Current
2023-11-02,C1433,Clothing,54.46,PayPal,Current
2023-11-02,C3021,Clothing,80.38,Credit Card,Current
2023-11-03,C1587,Electronics,63.7,Credit Card,Current
2023-11-03,C1054,Electronics,251.61,PayPal,Current
2023-11-03,C1306,Electronics,18.91,PayPal,Current
2023-11-03,C4078,Electronics,244.57,Debit Card,Current
2023-11-03,C3583,Books,13.6,Credit Card,Current
2023-11-03,C1821,Home & Garden,118.21,PayPal,Current
2023-11-03,C1247,Electronics,276.43,Debit Card,Current
2023-11-03,C3475,Electronics,31.75,PayPal,Current
2023-11-03,C2721,Electronics,585.37,Credit Card,Current
2023-11-04,C4724,Books,46.31,PayPal,Current
2023-11-04,C4127,Electronics,41.35,Cash,Current
2023-11-04,C2729,Home & Garden,108.8,Cash,Current
2023-11-04,C2574,Electronics,303.83,PayPal,Current
2023-11-04,C2908,Clothing,44.5,PayPal,Current
2023-11-04,C4670,Electronics,35.9,Debit Card,Current
2023-11-04,C1501,Electronics,127.5,Credit Card,Current
2023-11-05,C2903,Electronics,48.7,Credit Card,Current
2023-11-05,C3755,Books,200.71,Debit Card,Current
2023-11-05,C4020,Groceries,185.02,PayPal,Current
2023-11-05,C3426,Electronics,211.48,Debit Card,Current
2023-11-06,C3261,Clothing,27.05,PayPal,Current
2023-11-06,C1084,Electronics,135.67,PayPal,Current
2023-11-06,C1959,Clothing,196.3,Cash,Current
2023-11-06,C1803,Electronics,278.69,PayPal,Current
2023-11-06,C3169,Electronics,129.45,PayPal,Current
2023-11-06,C2789,Books,187.22,PayPal,Current
2023-11-06,C2421,Groceries,90.97,Credit Card,Current
2023-11-07,C1282,Clothing,84.14,Credit Card,Current
2023-11-07,C2502,Home & Garden,119.07,PayPal,Current
2023-11-07,C3228,Groceries,40.36,Cash,Current
2023-11-07,C1819,Electronics,118.77,Credit Card,Current
2023-11-07,C1997,Books,92.76,Debit Card,Current
2023-11-07,C3556,Electronics,36.82,PayPal,Current
2023-11-07,C1959,Electronics,677.62,Credit Card,Current
2023-11-07,C3824,Electronics,89.89,Credit Card,Current
2023-11-07,C4965,Clothing,118.11,PayPal,Current
2023-11-07,C2074,Clothing,63.82,PayPal,Current
2023-11-08,C4110,Clothing,133.99,PayPal,Current
2023-11-08,C4863,Electronics,61.86,Debit Card,Current
2023-11-08,C3785,Home & Garden,184.65,PayPal,Current
2023-11-08,C3419,Books,99.0,PayPal,Current
2023-11-08,C4039,Electronics,129.18,Credit Card,Current
2023-11-08,C4588,Home & Garden,97.08,PayPal,Current
2023-11-08,C2168,Electronics,12.97,Debit Card,Current
2023-11-08,C1838,Clothing,50.98,PayPal,Current
2023-11-09,C1428,Electronics,43.3,Debit Card,Current
2023-11-09,C2345,Electronics,33.61,PayPal,Current
2023-11-09,C4407,Clothing,36.03,Credit Card,Current
2023-11-09,C4007,Clothing,516.02,Debit Card,Current
2023-11-09,C3793,Electronics,197.54,PayPal,Current
2023-11-10,C2015,Home & Garden,67.72,Debit Card,Current
2023-11-11,C3883,Electronics,243.16,Credit Card,Current
2023-11-11,C4146,Electronics,148.75,Debit Card,Current
2023-11-11,C1657,Electronics,116.42,PayPal,Current
2023-11-11,C1025,Electronics,867.49,PayPal,Current
2023-11-11,C1255,Books,83.28,Credit Card,Current
2023-11-11,C1862,Clothing,261.12,PayPal,Current
2023-11-11,C1364,Electronics,54.56,Debit Card,Current
2023-11-11,C4748,Groceries,374.81,Debit Card,Current
2023-11-11,C4974,Groceries,95.71,PayPal,Current
2023-11-11,C3374,Home & Garden,185.78,Credit Card,Current
2023-11-11,C2449,Electronics,45.85,Debit Card,Current
2023-11-12,C3042,Home & Garden,253.54,Debit Card,Current
2023-11-12,C3970,Electronics,186.81,Credit Card,Current
2023-11-12,C2607,Electronics,67.25,Debit Card,Current
2023-11-12,C4534,Electronics,217.14,PayPal,Current
2023-11-12,C4480,Home & Garden,14.63,Credit Card,Current
2023-11-12,C3647,Electronics,229.83,PayPal,Current
2023-11-12,C1181,Electronics,286.44,PayPal,Current
2023-11-13,C3057,Home & Garden,165.8,Debit Card,Current
2023-11-13,C2176,Electronics,119.31,PayPal,Current
2023-11-13,C4673,Clothing,61.19,Credit Card,Current
2023-11-14,C4140,Clothing,102.07,Debit Card,Current
2023-11-14,C4814,Electronics,63.11,Credit Card,Current
2023-11-14,C3581,Groceries,224.84,Debit Card,Current
2023-11-14,C4332,Home & Garden,199.48,Credit Card,Current
2023-11-14,C3400,Home & Garden,230.27,Credit Card,Current
2023-11-15,C1548,Home & Garden,63.4,PayPal,Current
2023-11-16,C2448,Electronics,375.0,Credit Card,Current
2023-11-16,C4055,Clothing,38.32,Credit Card,Current
2023-11-17,C3132,Books,73.9,PayPal,Current
2023-11-17,C3558,Electronics,237.68,PayPal,Current
2023-11-17,C3170,Groceries,240.49,PayPal,Current
2023-11-17,C3705,Electronics,102.16,Credit Card,Current
2023-11-17,C2323,Home & Garden,60.89,PayPal,Current
2023-11-18,C4815,Clothing,57.67,Debit Card,Current
2023-11-18,C1066,Electronics,433.34,Cash,Current
2023-11-18,C4969,Books,194.72,PayPal,Current
2023-11-18,C1990,Groceries,52.79,Credit Card,Current
2023-11-19,C2614,Electronics,286.05,Cash,Current
2023-11-19,C1070,Electronics,1004.81,PayPal,Current
2023-11-19,C3558,Electronics,16.62,Credit Card,Current
2023-11-20,C3553,Electronics,42.4,PayPal,Current
2023-11-20,C4238,Clothing,24.12,PayPal,Current
2023-11-20,C3226,Electronics,100.26,Credit Card,Current
2023-11-20,C4174,Groceries,65.16,Credit Card,Current
2023-11-21,C1164,Clothing,240.74,Debit Card,Current
2023-11-21,C2419,Groceries,145.34,PayPal,Current
2023-11-21,C1749,Clothing,152.59,Credit Card,Current
2023-11-21,C3416,Clothing,64.83,PayPal,Current
2023-11-21,C1048,Clothing,218.08,Debit Card,Current
2023-11-21,C2847,Electronics,391.86,Credit Card,Current
2023-11-22,C3944,Groceries,56.73,Credit Card,Current
2023-11-22,C1280,Electronics,110.32,PayPal,Current
2023-11-22,C1179,Electronics,98.93,Cash,Current
2023-11-22,C3662,Electronics,87.29,Credit Card,Current
2023-11-22,C1524,Clothing,75.57,PayPal,Current
2023-11-22,C2848,Clothing,120.36,Credit Card,Current
2023-11-23,C2302,Electronics,56.35,Credit Card,Current
2023-11-23,C2510,Home & Garden,22.94,Credit Card,Current
2023-11-23,C2425,Clothing,72.17,Credit Card,Current
2023-11-23,C2417,Electronics,142.34,Debit Card,Current
2023-11-23,C3131,Electronics,69.87,Credit Card,Current
2023-11-23,C2706,Electronics,55.41,Credit Card,Current
2023-11-23,C1100,Electronics,43.01,PayPal,Current
2023-11-23,C4757,Electronics,466.66,PayPal,Current
2023-11-23,C3318,Electronics,21.39,Debit Card,Current
2023-11-23,C1018,Electronics,69.64,PayPal,Current
2023-11-23,C2219,Electronics,266.88,PayPal,Current
2023-11-24,C4271,Groceries,113.38,PayPal,Current
2023-11-24,C3061,Clothing,77.11,Credit Card,Current
2023-11-24,C1214,Home & Garden,24.95,Credit Card,Current
2023-11-24,C2013,Electronics,204.35,Credit Card,Current
2023-11-24,C1177,Clothing,206.86,Credit Card,Current
2023-11-25,C3089,Electronics,92.23,Credit Card,Current
2023-11-25,C2075,Home & Garden,51.91,Debit Card,Current
2023-11-25,C3529,Clothing,148.64,Credit Card,Current
2023-11-25,C1172,Electronics,114.77,Credit Card,Current
2023-11-26,C4417,Electronics,113.08,PayPal,Current
2023-11-26,C2604,Clothing,101.26,Debit Card,Current
2023-11-26,C1276,Clothing,124.29,Credit Card,Current
2023-11-26,C1437,Electronics,41.0,Credit Card,Current
2023-11-26,C2465,Books,369.35,Debit Card,Current
2023-11-26,C3508,Electronics,86.98,Credit Card,Current
2023-11-26,C4681,Electronics,203.32,Credit Card,Current
2023-11-26,C4482,Electronics,422.33,PayPal,Current
2023-11-26,C4731,Electronics,155.22,PayPal,Current
2023-11-27,C1585,Electronics,65.13,Credit Card,Current
2023-11-28,C3744,Home & Garden,542.9,Cash,Current
2023-11-28,C4215,Books,337.24,PayPal,Current
2023-11-28,C2260,Electronics,39.08,Cash,Current
2023-11-28,C4497,Electronics,36.43,Credit Card,Current
2023-11-28,C1091,Clothing,132.44,Credit Card,Current
2023-11-28,C1208,Electronics,203.74,Credit Card,Current
2023-11-28,C3051,Electronics,21.55,Credit Card,Current
2023-11-28,C4004,Home & Garden,166.82,Credit Card,Current
2023-11-28,C1656,Clothing,69.32,PayPal,Current
2023-11-29,C3867,Electronics,83.52,Credit Card,Current
2023-11-29,C2093,Electronics,580.95,Debit Card,Current
2023-11-29,C1579,Books,45.07,Credit Card,Current
2023-11-29,C4382,Groceries,26.46,PayPal,Current
2023-11-29,C4622,Clothing,41.49,Cash,Current
2023-11-29,C3354,Electronics,113.43,Credit Card,Current
2023-11-30,C1867,Groceries,86.0,Debit Card,Current
2023-11-30,C1477,Electronics,309.06,PayPal,Current
2023-11-30,C3058,Electronics,298.87,Debit Card,Current
2023-11-30,C1744,Electronics,181.95,Credit Card,Current
2023-11-30,C4832,Electronics,92.39,PayPal,Current
2023-11-30,C1220,Electronics,26.69,Debit Card,Current
2023-12-01,C3209,Electronics,133.26,Credit Card,Current
2023-12-01,C4650,Electronics,110.0,Debit Card,Current
2023-12-01,C4323,Electronics,242.07,PayPal,Current
2023-12-01,C2893,Groceries,61.66,PayPal,Current
2023-12-01,C3443,Groceries,24.1,Debit Card,Current
2023-12-01,C3180,Clothing,346.43,PayPal,Current
2023-12-01,C1270,Electronics,333.09,Debit Card,Current
2023-12-01,C3562,Groceries,101.29,Credit Card,Current
2023-12-01,C1865,Electronics,52.43,Credit Card,Current
2023-12-01,C1831,Clothing,92.33,PayPal,Current
2023-12-01,C4291,Electronics,43.85,Debit Card,Current
2023-12-02,C1350,Home & Garden,64.12,PayPal,Current
2023-12-02,C1687,Clothing,116.79,PayPal,Current
2023-12-02,C4473,Books,342.71,Credit Card,Current
2023-12-02,C3886,Electronics,171.35,PayPal,Current
2023-12-02,C2119,Electronics,109.82,Debit Card,Current
2023-12-03,C4885,Electronics,532.69,Credit Card,Current
2023-12-03,C1661,Electronics,49.79,Credit Card,Current
2023-12-03,C4739,Electronics,59.91,Debit Card,Current
2023-12-04,C2602,Electronics,305.24,PayPal,Current
2023-12-04,C2053,Electronics,143.17,Credit Card,Current
2023-12-04,C2986,Electronics,36.44,Debit Card,Current
2023-12-04,C4932,Clothing,233.3,Debit Card,Current
2023-12-04,C4686,Clothing,120.32,Credit Card,Current
2023-12-04,C4438,Electronics,88.29,PayPal,Current
2023-12-04,C2607,Electronics,112.4,PayPal,Current
2023-12-04,C4957,Electronics,184.08,Credit Card,Current
2023-12-04,C1422,Electronics,100.47,Cash,Current
2023-12-05,C3770,Electronics,46.38,PayPal,Current
2023-12-05,C4910,Electronics,54.93,Cash,Current
2023-12-05,C3887,Electronics,78.77,Credit Card,Current
2023-12-05,C2008,Electronics,166.34,PayPal,Current
2023-12-06,C1261,Groceries,24.7,Credit Card,Current
2023-12-06,C4298,Clothing,12.31,Credit Card,Current
2023-12-07,C1804,Home & Garden,123.93,Debit Card,Current
2023-12-07,C2733,Clothing,37.1,Credit Card,Current
2023-12-08,C2189,Clothing,91.04,PayPal,Current
2023-12-08,C1604,Electronics,90.45,Credit Card,Current
2023-12-08,C3194,Groceries,54.03,PayPal,Current
2023-12-08,C1086,Clothing,251.35,Cash,Current
2023-12-08,C4164,Electronics,134.73,PayPal,Current
2023-12-08,C3494,Books,61.51,Debit Card,Current
2023-12-08,C3775,Clothing,42.21,PayPal,Current
2023-12-09,C4019,Home & Garden,118.47,PayPal,Current
2023-12-09,C3884,Electronics,47.63,PayPal,Current
2023-12-09,C2720,Electronics,71.76,Credit Card,Current
2023-12-09,C3175,Electronics,183.73,Credit Card,Current
2023-12-11,C4815,Clothing,203.85,Debit Card,Current
2023-12-11,C1246,Home & Garden,119.39,PayPal,Current
2023-12-12,C4744,Home & Garden,195.43,PayPal,Current
2023-12-12,C2027,Electronics,266.39,Cash,Current
2023-12-12,C2040,Clothing,1030.46,Cash,Current
2023-12-13,C2489,Electronics,255.25,PayPal,Current
2023-12-13,C1957,Electronics,49.29,PayPal,Current
2023-12-13,C1122,Electronics,69.61,Credit Card,Current
2023-12-13,C4622,Electronics,121.66,Credit Card,Current
2023-12-13,C2767,Groceries,173.31,PayPal,Current
2023-12-13,C2320,Books,270.15,PayPal,Current
2023-12-14,C3258,Home & Garden,70.5,PayPal,Current
2023-12-14,C3302,Electronics,244.91,Credit Card,Current
2023-12-15,C3397,Groceries,64.98,Credit Card,Current
2023-12-15,C3024,Electronics,91.44,PayPal,Current
2023-12-15,C3718,Electronics,48.96,Credit Card,Current
2023-12-15,C4407,Groceries,163.62,PayPal,Current
2023-12-15,C4176,Electronics,68.13,Credit Card,Current
2023-12-15,C1947,Books,39.6,PayPal,Current
2023-12-15,C3443,Groceries,187.48,Credit Card,Current
2023-12-15,C3765,Groceries,26.94,Debit Card,Current
2023-12-16,C1687,Electronics,93.3,PayPal,Current
2023-12-16,C1564,Electronics,707.39,PayPal,Current
2023-12-16,C2388,Groceries,143.74,Credit Card,Current
2023-12-16,C3869,Groceries,56.31,Credit Card,Current
2023-12-16,C3718,Electronics,55.99,PayPal,Current
2023-12-16,C4164,Electronics,97.47,PayPal,Current
2023-12-17,C2074,Electronics,57.85,Debit Card,Current
2023-12-17,C1873,Home & Garden,97.37,PayPal,Current
2023-12-17,C3341,Groceries,63.66,Credit Card,Current
2023-12-17,C4786,Books,89.68,Credit Card,Current
2023-12-17,C1282,Electronics,182.05,PayPal,Current
2023-12-17,C1954,Electronics,195.66,Debit Card,Current
2023-12-17,C1485,Groceries,499.45,PayPal,Current
2023-12-18,C4670,Clothing,54.96,Credit Card,Current
2023-12-18,C1797,Electronics,18.18,PayPal,Current
2023-12-18,C1892,Groceries,62.9,PayPal,Current
2023-12-18,C2808,Clothing,75.26,PayPal,Current
2023-12-18,C2876,Electronics,23.51,Credit Card,Current
2023-12-18,C4741,Groceries,273.64,Credit Card,Current
2023-12-19,C1254,Groceries,265.61,Cash,Current
2023-12-19,C4436,Electronics,46.72,Credit Card,Current
2023-12-19,C3526,Groceries,23.48,PayPal,Current
2023-12-19,C1087,Clothing,106.73,Credit Card,Current
2023-12-19,C2202,Electronics,109.87,PayPal,Current
2023-12-20,C2204,Electronics,58.99,Credit Card,Current
2023-12-20,C1413,Electronics,108.11,Credit Card,Current
2023-12-20,C4666,Books,184.6,Debit Card,Current
2023-12-20,C1354,Groceries,72.74,Credit Card,Current
2023-12-21,C2140,Clothing,499.97,Credit Card,Current
2023-12-21,C4783,Groceries,42.02,PayPal,Current
2023-12-22,C3480,Electronics,395.1,PayPal,Current
2023-12-22,C4999,Electronics,156.28,Debit Card,Current
2023-12-22,C2272,Electronics,137.85,PayPal,Current
2023-12-22,C1847,Electronics,23.07,PayPal,Current
2023-12-22,C4626,Electronics,74.44,PayPal,Current
2023-12-23,C4979,Groceries,74.88,PayPal,Current
2023-12-23,C2869,Electronics,205.47,PayPal,Current
2023-12-23,C3441,Electronics,201.02,Credit Card,Current
2023-12-23,C3309,Groceries,418.11,PayPal,Current
